Date,dayOfMonth,dayOfWeek,monthOfYear,month,year,weatherScore,tempMin,tempMax,feelsLikeMin,feelsLikeMax,currentHoliday,googleTrends,totalSales
01-01-2020,1,4,1,Jan,2020,-0.75,19.86,25.9,21.67,28.31,0,0,398196
02-01-2020,2,5,1,Jan,2020,-1,20.14,27.2,22.43,29.73,0,0,179202
03-01-2020,3,6,1,Jan,2020,-2.25,20.17,27.98,21.29,29.25,0,0,171173.5
04-01-2020,4,7,1,Jan,2020,-1.5,20.6,28.63,22.77,29.55,0,0,237225.5
05-01-2020,5,1,1,Jan,2020,-1,20.87,28.55,22.47,29.8,0,0,254822
06-01-2020,6,2,1,Jan,2020,-1,19.84,26.42,21.61,28.53,0,0,166169
07-01-2020,7,3,1,Jan,2020,-0.75,18.63,26.86,19.99,27.1,0,0,163835
08-01-2020,8,4,1,Jan,2020,-0.75,18.41,27.76,18.86,29.29,0,27,138998
09-01-2020,9,5,1,Jan,2020,0,17.49,28.17,17.96,28.37,0,0,166008
10-01-2020,10,6,1,Jan,2020,-0.75,17.04,27.72,16.57,25.83,0,0,183822.5
11-01-2020,11,7,1,Jan,2020,-0.75,15.94,27.57,16.08,26.64,0,0,268286
12-01-2020,12,1,1,Jan,2020,-0.75,18.81,26.68,20.55,26.36,0,0,290716.5
13-01-2020,13,2,1,Jan,2020,-1.5,17.18,27.35,18.16,27.7,0,0,183371
14-01-2020,14,3,1,Jan,2020,-1,15.42,27.58,15.02,27.23,0,0,172462
15-01-2020,15,4,1,Jan,2020,-0.75,15.18,27.15,15.81,25.85,1,0,230572.5
16-01-2020,16,5,1,Jan,2020,-0.75,15.74,27.65,16.16,27.46,0,0,146156.5
17-01-2020,17,6,1,Jan,2020,-0.75,19,28.8,19.59,27.97,0,27,163607
18-01-2020,18,7,1,Jan,2020,-0.75,20.16,26.38,19.48,27.25,0,0,247561.5
19-01-2020,19,1,1,Jan,2020,-0.75,18.49,28.43,20.01,28.58,0,31,266886
20-01-2020,20,2,1,Jan,2020,-0.75,17.46,29.11,18.56,29.22,0,0,166368
21-01-2020,21,3,1,Jan,2020,0,16.47,28.17,17.27,26.38,0,0,157537.5
22-01-2020,22,4,1,Jan,2020,-0.75,18.88,28.11,19.32,26.85,0,0,158133.5
23-01-2020,23,5,1,Jan,2020,-0.75,17.16,27.87,17.94,27.63,0,27,155571.5
24-01-2020,24,6,1,Jan,2020,0,15.09,29.88,15.69,27.46,0,0,170565
25-01-2020,25,7,1,Jan,2020,-0.25,14.41,28.47,13.48,25.23,0,0,246498.5
26-01-2020,26,1,1,Jan,2020,-0.25,16.03,30.81,16.31,27.97,1,0,250678.5
27-01-2020,27,2,1,Jan,2020,-0.25,17.39,30.55,18.88,29.68,0,0,162688.5
28-01-2020,28,3,1,Jan,2020,-0.25,18.38,29.24,19.03,28.2,0,0,152937
29-01-2020,29,4,1,Jan,2020,-0.75,18.22,30.5,19.17,30.98,0,0,139471
30-01-2020,30,5,1,Jan,2020,0,19.06,31.35,19.96,31.32,0,0,168773.5
31-01-2020,31,6,1,Jan,2020,0,19.13,30.25,20.25,30.9,0,53,161513
01-02-2020,1,7,2,Feb,2020,-1,18.11,28.22,18.78,28.42,0,0,238478
02-02-2020,2,1,2,Feb,2020,-0.75,17.26,28.01,18.25,27.7,0,0,288587.5
03-02-2020,3,2,2,Feb,2020,-0.25,16.31,28.48,16.58,27.03,0,0,162965
04-02-2020,4,3,2,Feb,2020,-0.75,19.56,28.37,20.18,27.5,0,0,164419
05-02-2020,5,4,2,Feb,2020,-0.5,17.4,28.42,18.11,28.06,0,0,141796
06-02-2020,6,5,2,Feb,2020,-0.5,18.77,29.15,18.72,29.77,0,0,164057.5
07-02-2020,7,6,2,Feb,2020,0,19.03,28.65,18.91,29.11,0,0,185185.5
08-02-2020,8,7,2,Feb,2020,-0.75,18.82,29.44,20.5,28.89,0,0,267305
09-02-2020,9,1,2,Feb,2020,-0.75,19.88,28.54,19.56,28.17,0,0,311590.5
10-02-2020,10,2,2,Feb,2020,-0.5,16.77,28.82,17.37,27.04,0,0,175651.5
11-02-2020,11,3,2,Feb,2020,0,18.34,29.26,18.06,26.22,0,24,169461.5
12-02-2020,12,4,2,Feb,2020,-0.75,18.55,28.06,19.41,27.76,0,0,159384
13-02-2020,13,5,2,Feb,2020,-0.75,17.84,29.81,19.1,28.1,0,0,168305
14-02-2020,14,6,2,Feb,2020,0,18.07,29.9,18.49,29.78,0,0,222647
15-02-2020,15,7,2,Feb,2020,0,17.79,31.14,16.16,29.31,0,0,247813
16-02-2020,16,1,2,Feb,2020,-0.5,16.72,30.5,16.01,27.54,0,0,260726
17-02-2020,17,2,2,Feb,2020,-0.5,16.4,30.44,16.8,28.35,0,0,184060
18-02-2020,18,3,2,Feb,2020,-0.75,16.68,30.6,17.23,28.65,0,0,170917
19-02-2020,19,4,2,Feb,2020,0,16.9,30.64,17.68,30.08,0,27,161128
20-02-2020,20,5,2,Feb,2020,-0.75,16.67,30.12,17.43,27.71,0,0,178288.5
21-02-2020,21,6,2,Feb,2020,-0.75,17.64,30.59,17.16,28.3,1,28,210434.5
22-02-2020,22,7,2,Feb,2020,-0.5,19.24,30,18.15,28.01,0,0,250697
23-02-2020,23,1,2,Feb,2020,-0.25,18.71,29.6,19.76,29.29,0,32,288043
24-02-2020,24,2,2,Feb,2020,0,17.51,29.47,18.63,29.01,0,0,167416
25-02-2020,25,3,2,Feb,2020,0,19.73,30.88,20.89,30.09,0,0,147241
26-02-2020,26,4,2,Feb,2020,0,20.25,30.43,20.73,30.39,0,0,163212.5
27-02-2020,27,5,2,Feb,2020,-0.5,18.81,29.45,19.44,29.48,0,0,152830
28-02-2020,28,6,2,Feb,2020,-0.5,19.31,29.12,18.73,29.18,0,0,177764.5
29-02-2020,29,7,2,Feb,2020,-0.75,19.82,30.08,20.7,29.38,0,58,250656
01-03-2020,1,1,3,Mar,2020,-0.5,19.71,29.17,20.75,29.62,0,0,270008.5
02-03-2020,2,2,3,Mar,2020,-0.25,20.44,29.11,22.4,30.71,0,0,155799
03-03-2020,3,3,3,Mar,2020,0,22.08,30.4,22.98,31.7,0,0,142001.5
04-03-2020,4,4,3,Mar,2020,-0.75,22.18,30.79,23.5,31.64,0,53,148652.5
05-03-2020,5,5,3,Mar,2020,-0.25,22.95,30.98,23.62,32.19,0,0,154110.5
06-03-2020,6,6,3,Mar,2020,1.2,22.73,30.84,25.81,32.44,0,0,170788
07-03-2020,7,7,3,Mar,2020,-0.25,22.11,30.01,24.5,31.64,0,0,249859.5
08-03-2020,8,1,3,Mar,2020,-0.5,21.38,30.43,23.9,32.79,0,0,246337
09-03-2020,9,2,3,Mar,2020,-0.25,22.95,30.9,24.08,32.96,0,0,163252
10-03-2020,10,3,3,Mar,2020,-0.25,22.16,31.26,23.1,32.61,0,0,150225
11-03-2020,11,4,3,Mar,2020,0,22.28,31.28,22.29,31.53,0,0,142844
12-03-2020,12,5,3,Mar,2020,0,21.59,31.75,20.83,31.29,0,26,146742
13-03-2020,13,6,3,Mar,2020,0,21.28,31.24,22.64,30.71,0,0,154893.5
14-03-2020,14,7,3,Mar,2020,-0.5,20.99,31.3,22.32,29.52,0,30,176668.5
15-03-2020,15,1,3,Mar,2020,0,20.8,31.9,21.91,31.14,0,0,181658.5
16-03-2020,16,2,3,Mar,2020,0,21.36,31.54,23.91,31.16,0,0,143113
17-03-2020,17,3,3,Mar,2020,-0.25,20.71,32.06,21.13,30.13,0,0,135001
18-03-2020,18,4,3,Mar,2020,0,21.58,33.55,21.62,30.65,0,0,130938.5
19-03-2020,19,5,3,Mar,2020,0,23.15,33.9,22.97,31.69,0,0,131617.5
20-03-2020,20,6,3,Mar,2020,2.85,22.38,31.62,25.4,33.15,0,0,111722.5
21-03-2020,21,7,3,Mar,2020,0,23.12,33.35,25.46,32.96,0,0,150700
